keyword,title,date,url,source_country,domain,date_only,year,month,week,dominant_topic
virus,doctors warn of possible  perfect storm  flu season as post - holiday spike looms,2026-01-01 23:30:00+00:00,https://www.weau.com/2026/01/01/doctors-warn-possible-perfect-storm-flu-season-post-holiday-spike-looms/,,weau.com,2026-01-01,2026,1,1,1
virus,metro atlanta sees surge in serious flu cases,2026-01-01 23:30:00+00:00,https://www.wsbtv.com/news/local/dekalb-county/metro-atlanta-sees-surge-serious-flu-cases/G4UFP36GSJC65HQF2CCQEZSTBQ/,,wsbtv.com,2026-01-01,2026,1,1,0
virus,商船三井 、 中核コンテナ船 「 エース 」 に託す安定経営 脱 ・ 海運依存狙う,2026-01-01 23:15:00+00:00,https://www.nikkei.com/article/DGXZQOUC242UT0U5A221C2000000/,,nikkei.com,2026-01-01,2026,1,1,0
virus,measles cases reach highest level in 30 years : cdc,2026-01-01 23:15:00+00:00,https://www.1280wnam.com/2026/01/01/measles-cases-reach-highest-level-in-30-years-cdc/,,1280wnam.com,2026-01-01,2026,1,1,0
virus,doctors warn of possible  perfect storm  flu season as post - holiday spike looms,2026-01-01 23:15:00+00:00,https://www.kwtx.com/2026/01/01/doctors-warn-possible-perfect-storm-flu-season-post-holiday-spike-looms/,,kwtx.com,2026-01-01,2026,1,1,1
virus,"pink health struggles over the years : new year eve hospitalization , overdose and more",2026-01-01 22:45:00+00:00,https://www.yahoo.com/entertainment/celebrity/articles/pink-health-struggles-over-years-155207744.html,,yahoo.com,2026-01-01,2026,1,1,0
virus,measles cases reach highest level in 30 years : cdc,2026-01-01 22:45:00+00:00,https://www.fox969.com/2026/01/01/measles-cases-reach-highest-level-in-30-years-cdc/,,fox969.com,2026-01-01,2026,1,1,0
virus,главная угроза для владельцев android - устройств в 2026 году : смартфоны атакует новый вирус,2026-01-01 22:45:00+00:00,https://www.banki.ru/news/lenta/?id=11020732,,banki.ru,2026-01-01,2026,1,1,3
virus,el mundo sí mejora 14 datos globales que ayudan a entenderlo - noticias de el salvador,2026-01-01 22:45:00+00:00,https://www.elsalvador.com/noticias/internacional/oms-bm-naciones-unidas-unfpa-desarrollo-social/1257068/2026/,,elsalvador.com,2026-01-01,2026,1,1,1
virus,estos son los 10 hechos noticiosos más leídos en cartagena durante 2025,2026-01-01 22:45:00+00:00,https://www.eluniversal.com.co/cartagena/2026/01/01/estos-son-los-10-hechos-noticiosos-mas-leidos-en-cartagena-durante-2025/,,eluniversal.com.co,2026-01-01,2026,1,1,0
virus,5 ιατρικές εξελίξεις του 2025 που δίνουν νέα ελπίδα σε ασθενείς,2026-01-01 22:30:00+00:00,https://www.newsnowgr.com/article/1462525/5-iatrikes-exelixeis-tou-2025-pou-dinoun-nea-elpida-se-astheneis.html,,newsnowgr.com,2026-01-01,2026,1,1,0
virus,emite secretaria de salud recomendaciones para prevenir enfermedades respiratorias,2026-01-01 22:30:00+00:00,https://www.calibre800.com/2026/01/01/emite-secretaria-de-salud-recomendaciones-para-prevenir-enfermedades-respiratorias/,,calibre800.com,2026-01-01,2026,1,1,4
virus,terma sp . z o . o . - wywiad,2026-01-01 22:30:00+00:00,https://businesspl.com:443/index.php/hvac/19302-terma-sp-z-o-o-wywiad,,businesspl.com,2026-01-01,2026,1,1,0
virus,সুপ্রিম কোর্ট বিপথগামী হুমকির পতাকাঙ্কিত করার পরে এনএমসি হাসপাতালগুলিকে জলাতঙ্কের ওষুধ স্টক করার নির্দেশ দেয় | ভারতের খবর,2026-01-01 22:30:00+00:00,https://banglanews24.today/2026/01/01/%E0%A6%B8%E0%A7%81%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE-%E0%A6%95%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%AA%E0%A6%A5%E0%A6%97%E0%A6%BE%E0%A6%AE%E0%A7%80-%E0%A6%B9/,,banglanews24.today,2026-01-01,2026,1,1,0
virus,doctors warn of possible  perfect storm  flu season as post - holiday spike looms,2026-01-01 22:30:00+00:00,https://www.kold.com/2026/01/01/doctors-warn-possible-perfect-storm-flu-season-post-holiday-spike-looms/,,kold.com,2026-01-01,2026,1,1,1
virus,"horror movies to watch : january 2026 has  primate , sam raimi & more",2026-01-01 22:00:00+00:00,https://variety.com/lists/horror-movies-to-watch-january-2026/,,variety.com,2026-01-01,2026,1,1,2
virus,"гипертония , остеохондроз и другие болезни века",2026-01-01 21:30:00+00:00,https://iz.ru/2018339/evgeniia-borodina/na-vysote-nazvany-naibolee-chastye-bolezni-minuvshego-goda,,iz.ru,2026-01-01,2026,1,1,0
virus,alzheimer : cuatro descubrimientos que transforman el diagnóstico y tratamiento en 2026,2026-01-01 21:30:00+00:00,https://eldiariony.com/2026/01/01/4-avances-esperanzadores-para-la-enfermedad-de-alzheimer-este-ano/,,eldiariony.com,2026-01-01,2026,1,1,1
virus,светящиеся растения и биолюминесценция в науке,2026-01-01 21:30:00+00:00,https://iz.ru/2015154/mariia-nediuk/my-zanimaemsya-razrabotkoj-svetyashchihsya-derevev-dlya-osveshcheniya-ulic,,iz.ru,2026-01-01,2026,1,1,0
virus,οι 5 καλύτερες και οι 5 χειρότερες τάσεις για την υγεία που ξεχώρισαν το 2025,2026-01-01 21:15:00+00:00,https://www.inewsgr.com/364/oi-5-kalyteres-kai-oi-5-cheiroteres-taseis-gia-tin-ygeia-pou-xechorisan-to-2025.htm,,inewsgr.com,2026-01-01,2026,1,1,2
virus,"apk file भेजकर ढाई लाख की ठगी , वाट्सऐप ग्रुप में भेजी गई थी लुटेरी लिंक",2026-01-01 21:15:00+00:00,https://www.naidunia.com/madhya-pradesh/bhopal-2-point-5-lakh-rupees-defrauded-by-sending-apk-file-robbed-link-was-sent-in-whatsapp-group-8421028,,naidunia.com,2026-01-01,2026,1,1,4
virus,грипп меняет лицо на ходу вирусы перестраиваются быстрее иммунитета и готовят новый удар,2026-01-01 21:15:00+00:00,https://www.pravda.ru/news/health/2326779-seasonal-influenza-shift/,,pravda.ru,2026-01-01,2026,1,1,4
virus,حالات طبية غريبة حيرت الخبراء في عام 2025,2026-01-01 21:00:00+00:00,https://arabic.rt.com/health/1742960-%D8%AD%D8%A7%D9%84%D8%A7%D8%AA-%D8%B7%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%AE%D8%A8%D8%B1%D8%A7%D8%A1-%D8%B9%D8%A7%D9%85-2025/,,arabic.rt.com,2026-01-01,2026,1,1,3
virus,пульмонолог бешагина : пассивным курильщикам грозит онкология,2026-01-01 21:00:00+00:00,https://u-f.ru/news/society/u9/2026/01/01/408769,,u-f.ru,2026-01-01,2026,1,1,3
virus,bears injury report : wr rome odunze remains out,2026-01-01 21:00:00+00:00,https://chicago.suntimes.com/bears/2026/01/01/bears-injury-report-wr-rome-odunze-jonah-jackson-joe-tryon-shoyinka-remains-out,,chicago.suntimes.com,2026-01-01,2026,1,1,3
virus,تعيينات في وزارة الصحة,2026-01-01 21:00:00+00:00,https://www.aqlame.com/node/41271,,aqlame.com,2026-01-01,2026,1,1,1
virus,little buddy gets new life,2026-01-01 20:30:00+00:00,https://www.santafenewmexican.com/news/paws/little-buddy-gets-new-life/article_07a6df8b-c039-4df2-852b-ec3555807bcd.html,,santafenewmexican.com,2026-01-01,2026,1,1,0
virus,enfermaron 483 mil de enfermedades respiratorias en el estado,2026-01-01 20:30:00+00:00,https://www.tiempo.com.mx/local/enfermaron-483-mil-de-enfermedades-respiratorias-en-el-estado/,,tiempo.com.mx,2026-01-01,2026,1,1,1
virus,rise in flu cases puts strain on virginia hospital system,2026-01-01 20:30:00+00:00,https://www.wtkr.com/news/rise-in-flu-cases-puts-strain-on-virginia-hospital-system-we-are-looking-at-having-capacity-constraints,,wtkr.com,2026-01-01,2026,1,1,1
virus,կենդանի նոստրադամուսի 10 սարսափելի կանխատեսումները 2026 թվականի համար,2026-01-01 20:30:00+00:00,https://news.am/arm/news/923229.html,,news.am,2026-01-01,2026,1,1,4
virus,משרד הבריאות מזהיר -  פעילות נגיפי השפעת עדיין גבוהה  ,2026-01-01 20:15:00+00:00,https://news.walla.co.il/item/3805778,,news.walla.co.il,2026-01-01,2026,1,1,0
virus,"darkspectre malware campaign infected 8 . 8 million chrome , edge & firefox users",2026-01-01 20:15:00+00:00,https://hothardware.com/news/darkspectre-malware-campaign-infected-88-million-users,,hothardware.com,2026-01-01,2026,1,1,0
virus,colorado registra alta actividad en casos de influenza,2026-01-01 20:15:00+00:00,https://www.telemundodenver.com/noticias/local/colorado-registra-alta-actividad-en-casos-de-influenza/2440233/,,telemundodenver.com,2026-01-01,2026,1,1,1
virus,τα καιρικά ρεκόρ του 2025 : η ελλάδα πέρασε το τρίτο θερμόμετρο καλοκαίρι της ιστορίας της,2026-01-01 20:15:00+00:00,https://www.thebest.gr/article/816265-ta-kairika-rekor-tou-2025-i-ellada-perase-to-trito-thermometro-kalokairi-tis-istorias-tis,,thebest.gr,2026-01-01,2026,1,1,3
virus,"melbourne victoria street has been on a downward slide , but a brighter future may be beckoning",2026-01-01 20:15:00+00:00,https://www.abc.net.au/news/2026-01-02/victoria-street-richmond-long-term-decline-solutions/106051394,,abc.net.au,2026-01-01,2026,1,1,0
virus,movie releases we are excited for in 2026,2026-01-01 20:15:00+00:00,https://goss.ie/features/movie-releases-we-are-excited-for-in-2026-446614,,goss.ie,2026-01-01,2026,1,1,1
virus,it showtime amid the showers : grand marshal earvin  magic  johnson leads rose parade – pasadena star news,2026-01-01 20:15:00+00:00,https://www.pasadenastarnews.com/2026/01/01/its-showtime-amid-the-showers-grand-marshal-earvin-magic-johnson-leads-rose-parade/,,pasadenastarnews.com,2026-01-01,2026,1,1,2
virus,super flu spreading rapidly across missouri,2026-01-01 20:15:00+00:00,https://979kickfm.com/ixp/463/p/super-flu-missouri-cases/,,979kickfm.com,2026-01-01,2026,1,1,1
virus,warum sie dieses 10 € - kleingerät von lidl im januar brauchen,2026-01-01 20:15:00+00:00,http://www.fnp.de/produktempfehlung/12-kleingeraet-von-lidl-im-januar-brauchen-warum-sie-dieses-zr-94094641.html,,fnp.de,2026-01-01,2026,1,1,4
virus,  6 - 7  визнано найдратівливішим сленгом 2025 року за версією американського університету,2026-01-01 20:15:00+00:00,https://unn.ua/news/6-7-vyznano-naidrativlyvishym-slenhom-2025-roku-za-versiieiu-amerykanskoho-universytetu,,unn.ua,2026-01-01,2026,1,1,4
virus,"  super flu  surge : cases soar in australia , spark face mask warning from expert after us cases skyrocket",2026-01-01 20:00:00+00:00,https://www.skynews.com.au/lifestyle/health/super-flu-surge-cases-soar-in-australia-spark-face-mask-warning-from-expert-after-us-cases-skyrocket/news-story/c206fa8b40939e8d6dbf850c067d52b1?nk=c96cdc3e2823714bb30d616abf3de66d-1767296830,,skynews.com.au,2026-01-01,2026,1,1,1
virus,atea pharmaceuticals ( nasdaq : avir ) shares down 1 . 4 % – here why,2026-01-01 20:00:00+00:00,https://www.tickerreport.com/banking-finance/13306610/atea-pharmaceuticals-nasdaqavir-shares-down-1-4-heres-why.html,,tickerreport.com,2026-01-01,2026,1,1,0
virus,"respiratory illness cases rising in rock county , statewide",2026-01-01 20:00:00+00:00,https://www.gazettextra.com/news/local/respiratory-illness-cases-rising-in-rock-county-statewide/article_9c3ca289-eeca-514b-92bc-569e304410b5.html,,gazettextra.com,2026-01-01,2026,1,1,2
virus,colorado experiencing record amount of flu hospitalizations,2026-01-01 19:45:00+00:00,https://gazette.com/2026/01/01/colorado-experiencing-record-amount-of-flu-hospitalizations/,,gazette.com,2026-01-01,2026,1,1,2
virus,warum sie dieses 10 € - kleingerät von lidl im januar brauchen,2026-01-01 19:30:00+00:00,http://www.op-online.de/produktempfehlung/12-kleingeraet-von-lidl-im-januar-brauchen-warum-sie-dieses-zr-94094641.html,,op-online.de,2026-01-01,2026,1,1,4
virus,manila bulletin - act now to prevent new flu variant from spreading to ph,2026-01-01 19:30:00+00:00,https://mb.com.ph/2026/01/02/act-now-to-prevent-new-flu-variant-from-spreading-to-ph,,mb.com.ph,2026-01-01,2026,1,1,1
virus,emite secretaría de salud recomendaciones para prevenir enfermedades respiratorias,2026-01-01 19:30:00+00:00,https://www.omnia.com.mx/noticia/410124/emite-secretaria-de-salud-recomendaciones-para-prevenir-enfermedades-respiratori,,omnia.com.mx,2026-01-01,2026,1,1,4
virus,39c3 vom chaos computer club : so kann mehr digitale souveränität klappen,2026-01-01 19:30:00+00:00,https://www.spiegel.de/netzwelt/39c3-vom-chaos-computer-club-so-kann-mehr-digitale-souveraenitaet-klappen-a-376685ec-678e-43f0-94f2-3a7eb7e87c9e,,spiegel.de,2026-01-01,2026,1,1,3
virus,pluribus villains weaponize anti - gay conversion therapy,2026-01-01 19:15:00+00:00,https://www.out.com/voices/pluribus-conversion-therapy,,out.com,2026-01-01,2026,1,1,2
virus,为什么懂行的人都在选它 ？ 加拿大野生海参的真正价值 - 贝佳药业发表于 商业信息 - 论坛,2026-01-01 19:00:00+00:00,https://bbs.wenxuecity.com/advpost/3935.html,,bbs.wenxuecity.com,2026-01-01,2026,1,1,2
virus,warum sie dieses 10 € - kleingerät von lidl im januar brauchen,2026-01-01 19:00:00+00:00,http://www.kreiszeitung.de/produktempfehlung/12-kleingeraet-von-lidl-im-januar-brauchen-warum-sie-dieses-zr-94094641.html,,kreiszeitung.de,2026-01-01,2026,1,1,4
virus,influenza deja 109 muertes en 2025 y enciende alerta del minsa,2026-01-01 19:00:00+00:00,https://www.midiario.com/nacionales/influenza-deja-109-muertes-en-2025-y-enciende-alerta-del-minsa/,,midiario.com,2026-01-01,2026,1,1,0
virus,virus outbreak strikes over 100 on celebrity cruise ship | national news,2026-01-01 19:00:00+00:00,https://www.winnipegsun.com/national-news/celebrity-cruises-ship-faces-illness-outbreak-in-caribbean/article_85c5f14d-040c-4996-a345-94a621f620bb.html,,winnipegsun.com,2026-01-01,2026,1,1,4
virus,hellenic telecom organization ( otcmkts : hltoy ) and koninklijke kpn ( otcmkts : kkpnf ) critical comparison,2026-01-01 19:00:00+00:00,https://www.tickerreport.com/banking-finance/13306574/hellenic-telecom-organization-otcmktshltoy-and-koninklijke-kpn-otcmktskkpnf-critical-comparison.html,,tickerreport.com,2026-01-01,2026,1,1,0
virus,cercetare indică posibile consecințe neurologice pe termen lung după covid - 19,2026-01-01 19:00:00+00:00,https://www.monitorulbt.ro/local/2026/01/01/cercetare-indica-posibile-consecinte-neurologice-pe-termen-lung-dupa-covid-19/,,monitorulbt.ro,2026-01-01,2026,1,1,2
virus,super flu spreading rapidly across missouri,2026-01-01 19:00:00+00:00,https://kickam1530.com/ixp/463/p/super-flu-missouri-cases/,,kickam1530.com,2026-01-01,2026,1,1,1
virus,la gripe golpea fuerte a estados unidos : millones de casos activos justo antes de año nuevo,2026-01-01 19:00:00+00:00,https://elpopular.pe:443/mundo/eeuu/2026/01/01/la-gripe-golpea-fuerte-a-estados-unidos-millones-de-casos-activos-justo-antes-de-ano-nuevo-36471,,elpopular.pe,2026-01-01,2026,1,1,2
virus, 《 大紀元 》 精選2025年台灣十大新聞 | 台灣 | 大紀元 | 十大新聞,2026-01-01 19:00:00+00:00,http://www.epochtimes.com.tw/n492444/%E5%A4%A7%E7%B4%80%E5%85%83%E7%B2%BE%E9%81%B82025%E5%B9%B4%E5%8F%B0%E7%81%A3%E5%8D%81%E5%A4%A7%E6%96%B0%E8%81%9E.html,,epochtimes.com.tw,2026-01-01,2026,1,1,4
virus,"10 años después del fin de la política del  hijo único , la campaña de china para fomentar la natalidad no convence",2026-01-01 19:00:00+00:00,https://cnnespanol.cnn.com/2026/01/01/mundo/china-politica-fomento-natalidad-no-convence-trax,,cnnespanol.cnn.com,2026-01-01,2026,1,1,4
virus,"slobodna dalmacija - epidemija gripe uzela maha , splitska bolnica uvodi poseban režim ; velika navala na ljekarne , svi traže isto",2026-01-01 18:45:00+00:00,https://slobodnadalmacija.hr/split-i-zupanija/split/epidemija-gripe-uzela-maha-splitska-bolnica-uvodi-poseban-rezim-velika-navala-na-ljekarne-svi-traze-isto-1528440,,slobodnadalmacija.hr,2026-01-01,2026,1,1,1
virus,warum sie dieses 10 € - kleingerät von lidl im januar brauchen,2026-01-01 18:45:00+00:00,http://www.merkur.de/produktempfehlung/gesundheit/12-kleingeraet-von-lidl-im-januar-brauchen-warum-sie-dieses-zr-94094641.html,,merkur.de,2026-01-01,2026,1,1,4
virus,best biotech stocks to follow now – january 1st,2026-01-01 18:45:00+00:00,https://www.dailypolitical.com/2026/01/01/best-biotech-stocks-to-follow-now-january-1st.html,,dailypolitical.com,2026-01-01,2026,1,1,1
virus,veja como proteger os olhos das doenças mais comuns do verão,2026-01-01 18:45:00+00:00,https://www.folhavitoria.com.br/saude/conjuntivite-e-olho-seco-veja-como-proteger-os-olhos-das-doencas-mais-comuns-do-verao/,,folhavitoria.com.br,2026-01-01,2026,1,1,3
virus,warum sie dieses 10 € - kleingerät von lidl im januar brauchen,2026-01-01 18:30:00+00:00,http://www.wa.de/produktempfehlung/12-kleingeraet-von-lidl-im-januar-brauchen-warum-sie-dieses-zr-94094641.html,,wa.de,2026-01-01,2026,1,1,4
virus,covid - 19 lasă urme în creier și după ce te simți complet vindecat . nou studiu,2026-01-01 18:30:00+00:00,https://evz.ro/covid-19-lasa-urme-in-creier-si-dupa-ce-te-simti-complet-vindecat-nou-studiu.html,,evz.ro,2026-01-01,2026,1,1,4
virus,streaming : séries que estreiam em 2026 - 01 / 01 / 2026 - ilustrada,2026-01-01 18:30:00+00:00,https://www1.folha.uol.com.br/ilustrada/2026/01/series-e-temporadas-com-estreia-programada-no-streaming-em-2026.shtml,,folha.uol.com.br,2026-01-01,2026,1,1,1
virus,us hits grim measles milestone as world most infectious disease spreads uncontrollably,2026-01-01 18:30:00+00:00,https://www.dailymail.co.uk/health/article-15427047/US-measles-cases-infectious-disease-record-highs.html,,dailymail.co.uk,2026-01-01,2026,1,1,0
virus,north korea promotes beach resort as 2026 hottest tourist destination,2026-01-01 18:30:00+00:00,https://www.breitbart.com/national-security/2026/01/01/north-korea-promotes-beach-resort-as-2026s-hottest-tourist-destination/,,breitbart.com,2026-01-01,2026,1,1,3
virus,η ελλάδα πέρασε το τρίτο θερμόμετρο καλοκαίρι της ιστορίας της - οι υψηλότερες και χαμηλότερες θερμοκρασίες του 2025,2026-01-01 18:15:00+00:00,https://www.iefimerida.gr/ellada/ellada-3o-thermometro-kalokairi-tis-istorias-tis,,iefimerida.gr,2026-01-01,2026,1,1,3
virus,"health officials recommend flu , covid , rsv vaccinations",2026-01-01 18:15:00+00:00,https://www.echopress.com/news/health-officials-recommend-flu-covid-rsv-vaccinations,,echopress.com,2026-01-01,2026,1,1,4
virus,deces la cluj din cauza gripei,2026-01-01 18:00:00+00:00,https://ziarulfaclia.ro/deces-la-cluj-din-cauza-gripei/,,ziarulfaclia.ro,2026-01-01,2026,1,1,4
virus,"hoje é dia : datas , fatos e feriados de janeiro de 2026",2026-01-01 18:00:00+00:00,http://www.guiamuriae.com.br/noticias/brasil/hoje-e-dia-datas-fatos-e-feriados-de-janeiro-de-2026/,,guiamuriae.com.br,2026-01-01,2026,1,1,3
virus,the guardian view on mrna vaccines : they are the future – with or without donald trump | editorial,2026-01-01 18:00:00+00:00,https://www.theguardian.com/commentisfree/2026/jan/01/the-guardian-view-on-mrna-vaccines-they-are-the-future-with-or-without-donald-trump,,theguardian.com,2026-01-01,2026,1,1,0
virus,"republican split on israel grows wider amid conservative infighting , gaza war",2026-01-01 18:00:00+00:00,https://fox4beaumont.com/news/nation-world/republican-split-on-israel-grows-wider-amid-conservative-infighting-gaza-war-donald-trump-jd-vance-tucker-carlson-ben-shapiro-megyn-kelly-steve-bannon,,fox4beaumont.com,2026-01-01,2026,1,1,2
virus,still the golden state ? ,2026-01-01 18:00:00+00:00,https://capitalandmain.com/still-the-golden-state,,capitalandmain.com,2026-01-01,2026,1,1,3
virus,north korea promotes beach resort as 2026 hottest tourist destination,2026-01-01 17:45:00+00:00,https://www.breitbart.com/asia/2026/01/01/north-korea-promotes-beach-resort-as-2026s-hottest-tourist-destination/,,breitbart.com,2026-01-01,2026,1,1,3
virus,в украине вступил в силу обновленный календарь профилактических прививок,2026-01-01 17:45:00+00:00,https://riasv.ru/obshhestvo/2026/01/01/v-ykraine-vstypil-v-sily-obnovlennyi-kalendar-profilakticheskih-privivok/,,riasv.ru,2026-01-01,2026,1,1,3
virus,"hrôza , čo matka urobila vlastným deťom († 2 mes ., † 2 )! ",2026-01-01 17:45:00+00:00,https://www.cas.sk/ostatne/tvrdila-ze-jej-deti-2-mes-2-zomreli-na-virus-po-dvoch-rokoch-odhalila-desivu-pravdu,,cas.sk,2026-01-01,2026,1,1,0
virus,child death toll rises from flu in us as surging cases have states breaking grim records,2026-01-01 17:45:00+00:00,https://www.independent.co.uk/news/health/flu-death-ohio-kentucky-cases-b2893153.html,,independent.co.uk,2026-01-01,2026,1,1,2
virus,恢復事業廚餘養豬首日 台中派62人稽查31家養豬場全合格 | 中彰投 | 地方,2026-01-01 17:45:00+00:00,https://udn.com/news/story/7325/9239815,,udn.com,2026-01-01,2026,1,1,0
virus,супергрип удря европа . съвети за предпазване - здраве новини стандарт,2026-01-01 17:45:00+00:00,https://www.standartnews.com/zdrave/supergrip-udrya-evropa-saveti-za-predpazvane-619209.html,,standartnews.com,2026-01-01,2026,1,1,4
virus,child death toll rises from flu in us as surging cases have some states breaking grim records,2026-01-01 17:45:00+00:00,https://www.yahoo.com/news/articles/child-death-toll-rises-flu-165841340.html,,yahoo.com,2026-01-01,2026,1,1,2
virus,morir de risa o bailando es posible : ranking de las epidemias más extrañas que desconcertaron al mundo,2026-01-01 17:30:00+00:00,https://www.antena3.com/noticias/salud/morir-risa-bailando-posible-ranking-epidemias-mas-extranas-que-desconcertaron-mundo_2026010169566eddaf09df501098905f.html,,antena3.com,2026-01-01,2026,1,1,3
virus,donald trump health fears grow as chronic condition requires urgent intervention,2026-01-01 17:30:00+00:00,https://www.express.co.uk/news/world/2152492/donald-trump-health-fears-grow,,express.co.uk,2026-01-01,2026,1,1,4
virus,2012 ： 是旧世界的末日 ， 还是新世界的开始 ？ - 博客,2026-01-01 17:15:00+00:00,https://blog.wenxuecity.com/myblog/83383/202601/99.html,,blog.wenxuecity.com,2026-01-01,2026,1,1,4
virus,cientistas chineses desenvolvem nova tecnologia revolucionária para combater câncer,2026-01-01 17:15:00+00:00,https://revistaforum.com.br/global/china-em-foco/cientistas-chineses-desenvolvem-nova-tecnologia-revolucionaria-para-combater-cancer/,,revistaforum.com.br,2026-01-01,2026,1,1,1
virus,"republican split on israel grows wider amid conservative infighting , gaza war",2026-01-01 17:15:00+00:00,https://newschannel9.com/news/nation-world/republican-split-on-israel-grows-wider-amid-conservative-infighting-gaza-war-donald-trump-jd-vance-tucker-carlson-ben-shapiro-megyn-kelly-steve-bannon,,newschannel9.com,2026-01-01,2026,1,1,2
virus,john carpenter toxic commando is the the left 4 dead - like horde shooter ive been waiting for since 2009,2026-01-01 17:15:00+00:00,https://www.gamesradar.com/games/fps/john-carpenters-toxic-commando-feels-like-space-marine-2-meets-co-op-horde-shooter-and-its-the-campy-left-4-dead-like-ive-been-waiting-for-since-2009/,,gamesradar.com,2026-01-01,2026,1,1,4
virus,"понад 1 , 3 млн українців перехворіли на грві та грип - моз",2026-01-01 17:15:00+00:00,https://news.bigmir.net/ua/ukraine/10260622-ponad-13-mln-ukrayintsiv-perekhvorili-na-grvi-ta-grip-moz,,news.bigmir.net,2026-01-01,2026,1,1,4
virus,"republican split on israel grows wider amid conservative infighting , gaza war",2026-01-01 17:00:00+00:00,https://foxrochester.com/news/nation-world/republican-split-on-israel-grows-wider-amid-conservative-infighting-gaza-war-donald-trump-jd-vance-tucker-carlson-ben-shapiro-megyn-kelly-steve-bannon,,foxrochester.com,2026-01-01,2026,1,1,2
virus,в украине вступил в силу обновленный календарь профилактических прививок,2026-01-01 17:00:00+00:00,http://pressorg24.com/news?id=812425,,pressorg24.com,2026-01-01,2026,1,1,3
virus,tödliches virus im atem von walen aufgespürt,2026-01-01 17:00:00+00:00,https://www.derstandard.at/consent/tcf/story/3000000301990/toedliches-virus-im-atem-von-walen-aufgespuert,,derstandard.at,2026-01-01,2026,1,1,2
virus,when a mosquito bite changes everything : a personal west nile story,2026-01-01 17:00:00+00:00,https://www.infectioncontroltoday.com/view/when-mosquito-bite-changes-everything-personal-west-nile-story,,infectioncontroltoday.com,2026-01-01,2026,1,1,4
virus,"flu spreading , florida among hardest hit in nation",2026-01-01 16:30:00+00:00,https://bocanewsnow.com/2026/01/01/flu-spreading-florida-among-hardest-hit-in-nation/,,bocanewsnow.com,2026-01-01,2026,1,1,4
virus,عاجل : ليلى عبد اللطيف تتوقّع كوارث طبيعية كبيرة .. إليك التفاصيل,2026-01-01 16:30:00+00:00,https://www.tuniscope.com/ar/article/421152/arabe/actu-arabe/laila-abdelatif-344615,,tuniscope.com,2026-01-01,2026,1,1,3
